geo_code,geo_name,fy,obligated_amount,population,per_capita
VA,Virginia,2017,34698643195.68,8631393.0,4020.0513631669883
VA,Virginia,2018,35907121880.7,8631393.0,4160.061056274462
VA,Virginia,2019,36694788813.5,8631393.0,4251.317118048037
VA,Virginia,2020,41242848557.88,8631393.0,4778.237829963251
VA,Virginia,2021,47509343850.45,8631393.0,5504.249876057086
VA,Virginia,2022,63097212739.7,8631393.0,7310.200420685282
VA,Virginia,2023,63524224044.11,8631393.0,7359.672308294849
VA,Virginia,2024,65538239939.02,8631393.0,7593.00844475741
VI,U.S. Virgin Islands,2008,114162024.78,87146.0,1310.0087758474285
VI,U.S. Virgin Islands,2009,306595880.58,87146.0,3518.1864982902252
VI,U.S. Virgin Islands,2010,220362974.38,87146.0,2528.6642459780137
VI,U.S. Virgin Islands,2011,305713404.51,87146.0,3508.0600889312186
VI,U.S. Virgin Islands,2012,201784703.03,87146.0,2315.47865685172
VI,U.S. Virgin Islands,2013,190538618.2,87146.0,2186.4298785945425
VI,U.S. Virgin Islands,2014,184147013.15,87146.0,2113.0862363160672
VI,U.S. Virgin Islands,2015,196126967.95,87146.0,2250.5561695315905
VI,U.S. Virgin Islands,2016,200343907.87,87146.0,2298.945538177312
VI,U.S. Virgin Islands,2017,332289069.36,87146.0,3813.0157363504923
VI,U.S. Virgin Islands,2018,622188618.2,87146.0,7139.611894980837
VI,U.S. Virgin Islands,2019,358982345.86,87146.0,4119.320976981158
VI,U.S. Virgin Islands,2020,449050193.99,87146.0,5152.84917253804
VI,U.S. Virgin Islands,2021,649625828.6,87146.0,7454.453774126179
VI,U.S. Virgin Islands,2022,410315100.41,87146.0,4708.364129277305
VI,U.S. Virgin Islands,2023,669325186.77,87146.0,7680.503830009409
VI,U.S. Virgin Islands,2024,1686218086.28,87146.0,19349.34576779198
VT,Vermont,2008,1041961028.69,643077.0,1620.2741330975919
VT,Vermont,2009,1776396153.7,643077.0,2762.3381860959107
VT,Vermont,2010,1487548351.7,643077.0,2313.1729974793066
VT,Vermont,2011,1363721479.4,643077.0,2120.619271720183
VT,Vermont,2012,1454601835.71,643077.0,2261.9403830489973
VT,Vermont,2013,1563843902.54,643077.0,2431.8143900963646
VT,Vermont,2014,1447681205.46,643077.0,2251.1786387322204
VT,Vermont,2015,1401269377.59,643077.0,2179.0071446965135
VT,Vermont,2016,1730893548.01,643077.0,2691.580554132709
VT,Vermont,2017,1786923980.94,643077.0,2778.7092073577505
VT,Vermont,2018,1694935660.53,643077.0,2635.6651855532073
VT,Vermont,2019,1684977720.37,643077.0,2620.1803522284267
VT,Vermont,2020,1970882208.25,643077.0,3064.7686175216963
VT,Vermont,2021,2734176877.92,643077.0,4251.709947517949
VT,Vermont,2022,2234892467.98,643077.0,3475.3108383288472
VT,Vermont,2023,2507351064.96,643077.0,3898.990424101624
VT,Vermont,2024,3023808875.01,643077.0,4702.0945781142855
WA,Washington,2008,9892052147.67,7705281.0,1283.8016092690195
WA,Washington,2009,15002963920.93,7705281.0,1947.1014646876604
WA,Washington,2010,9060393121.96,7705281.0,1175.867969248623
WA,Washington,2011,13073196460.49,7705281.0,1696.654081855029
WA,Washington,2012,13324764267.05,7705281.0,1729.302833608534
WA,Washington,2013,15114578623.46,7705281.0,1961.5869458180694
WA,Washington,2014,12922826004.06,7705281.0,1677.1388355674503
WA,Washington,2015,12530021678.9,7705281.0,1626.160250210213
WA,Washington,2016,15389704444.42,7705281.0,1997.293083071208
WA,Washington,2017,13726267111.06,7705281.0,1781.4103224866167
WA,Washington,2018,16736898456.55,7705281.0,2172.1334311558526
WA,Washington,2019,17906634790.57,7705281.0,2323.9431229789025
WA,Washington,2020,17188903788.97,7705281.0,2230.79518955506
WA,Washington,2021,19035129663.68,7705281.0,2470.4004518044185
WA,Washington,2022,21553186975.96,7705281.0,2797.1967506389446
WA,Washington,2023,19812446212.1,7705281.0,2571.2814642451067
WA,Washington,2024,21228422820.25,7705281.0,2755.0484946947427
WI,Wisconsin,2008,7340452401.67,5893718.0,1245.47058438663
WI,Wisconsin,2009,13567944097.69,5893718.0,2302.1026960723266
WI,Wisconsin,2010,8244561274.84,5893718.0,1398.8727107133393
WI,Wisconsin,2011,9136825866.9,5893718.0,1550.2651920061326
WI,Wisconsin,2012,20139584510.32,5893718.0,3417.1272718375735
WI,Wisconsin,2013,21520767762.54,5893718.0,3651.4756495882566
WI,Wisconsin,2014,20087413173.3,5893718.0,3408.27524718692
WI,Wisconsin,2015,20652992161.83,5893718.0,3504.238268921248
WI,Wisconsin,2016,21255458626.64,5893718.0,3606.4600692873328
WI,Wisconsin,2017,21973017146.54,5893718.0,3728.209789905116
WI,Wisconsin,2018,21667558991.09,5893718.0,3676.382037805338
WI,Wisconsin,2019,22291601716.51,5893718.0,3782.264729413589
WI,Wisconsin,2020,23234390716.3,5893718.0,3942.2297972688884
WI,Wisconsin,2021,23478902642.87,5893718.0,3983.716669659118
WI,Wisconsin,2022,24201357968.23,5893718.0,4106.297241949818
WI,Wisconsin,2023,24688542578.34,5893718.0,4188.958918350013
WI,Wisconsin,2024,28751570743.49,5893718.0,4878.341777378898
WV,West Virginia,2008,3088153899.89,1793716.0,1721.6515322882774
WV,West Virginia,2009,5136348848.06,1793716.0,2863.5240183284313
WV,West Virginia,2010,3839965472.24,1793716.0,2140.787879597439
WV,West Virginia,2011,4110283730.29,1793716.0,2291.4908103010735
WV,West Virginia,2012,4134743584.05,1793716.0,2305.127224181532
WV,West Virginia,2013,4421993439.76,1793716.0,2465.269552013808
WV,West Virginia,2014,4230365660.31,1793716.0,2358.4367092170664
WV,West Virginia,2015,4383422959.86,1793716.0,2443.766437864188
WV,West Virginia,2016,4607033210.68,1793716.0,2568.429567824561
WV,West Virginia,2017,4981464411.19,1793716.0,2777.1756572333634
WV,West Virginia,2018,4713948798.13,1793716.0,2628.035206314712
WV,West Virginia,2019,4963821087.58,1793716.0,2767.3394715662903
WV,West Virginia,2020,5545434845.12,1793716.0,3091.5902211498365
WV,West Virginia,2021,6096808239.27,1793716.0,3398.9819120027923
WV,West Virginia,2022,6624450822.3,1793716.0,3693.1436316005434
WV,West Virginia,2023,6477127187.11,1793716.0,3611.0104314785617
WV,West Virginia,2024,7079616130.68,1793716.0,3946.899136028223
WY,Wyoming,2008,807912277.88,576851.0,1400.556257820477
WY,Wyoming,2009,1332280590.56,576851.0,2309.5748998614895
WY,Wyoming,2010,802802113.71,576851.0,1391.6975331758115
WY,Wyoming,2011,1137338539.65,576851.0,1971.6331247583867
WY,Wyoming,2012,988343479.48,576851.0,1713.3427513864065
WY,Wyoming,2013,1072828446.78,576851.0,1859.8016589725942
WY,Wyoming,2014,1143937899.85,576851.0,1983.073445049068
WY,Wyoming,2015,1056910607.71,576851.0,1832.2072904614884
WY,Wyoming,2016,1209763355.5,576851.0,2097.185157865723
WY,Wyoming,2017,1201872558.3,576851.0,2083.5060670779803
WY,Wyoming,2018,1413496020.53,576851.0,2450.3659012986022
WY,Wyoming,2019,1331264063.28,576851.0,2307.8126990852056
WY,Wyoming,2020,1509809706.24,576851.0,2617.3304826376307
WY,Wyoming,2021,1726348249.06,576851.0,2992.7108543800737
WY,Wyoming,2022,2321326767.53,576851.0,4024.1358124194985
WY,Wyoming,2023,1939724840.0,576851.0,3362.6098247207683
WY,Wyoming,2024,2450434867.13,576851.0,4247.951147055305
