fy,quarter,budget_function_code,budget_function_name,budget_subfunction_code,budget_subfunction_name,amount,total
2020,2,370,Commerce and Housing Credit,373,Deposit insurance,1789636420.02,
2020,2,370,Commerce and Housing Credit,376,Other advancement of commerce,19993028243.91,
2020,2,400,Transportation,401,Ground transportation,22275949325.31,
2020,2,400,Transportation,402,Air transportation,22979620127.86,
2020,2,400,Transportation,403,Water transportation,5967481267.02,
2020,2,400,Transportation,407,Other transportation,637679184.98,
2020,2,450,Community and Regional Development,451,Community development,3911738395.09,
2020,2,450,Community and Regional Development,452,Area and regional development,22671469800.98,
2020,2,450,Community and Regional Development,453,Disaster relief and insurance,12502563059.39,
2020,2,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",24661862761.02,
2020,2,500,"Education, Training, Employment, and Social Services",502,Higher education,13119004993.06,
2020,2,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1193876972.39,
2020,2,500,"Education, Training, Employment, and Social Services",504,Training and employment,5193588873.29,
2020,2,500,"Education, Training, Employment, and Social Services",505,Other labor services,1326355614.1,
2020,2,500,"Education, Training, Employment, and Social Services",506,Social services,12087571082.26,
2020,2,550,Health,551,Health care services,373720045394.94,
2020,2,550,Health,552,Health research and training,16263044062.81,
2020,2,550,Health,554,Consumer and occupational health and safety,4012321440.16,
2020,2,570,Medicare,571,Medicare,591470921999.88,
2020,2,600,Income Security,601,General retirement and disability insurance (excluding social se,12341377357.82,
2020,2,600,Income Security,602,Federal employee retirement and disability,80362421812.28,
2020,2,600,Income Security,603,Unemployment compensation,20549641045.93,
2020,2,600,Income Security,604,Housing assistance,37991021234.06,
2020,2,600,Income Security,605,Food and nutrition assistance,49038928947.61,
2020,2,600,Income Security,609,Other income security,131003576236.66,
2020,2,650,Social Security,651,Social security,572629360034.32,
2020,2,700,Veterans Benefits and Services,701,Income security for veterans,56577732843.95,
2020,2,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",7829854100.7,
2020,2,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,45845892937.29,
2020,2,700,Veterans Benefits and Services,704,Veterans housing,268041557.42,
2020,2,700,Veterans Benefits and Services,705,Other veterans benefits and services,7083384996.5,
2020,2,750,Administration of Justice,751,Federal law enforcement activities,27905083501.98,
2020,2,750,Administration of Justice,752,Federal litigative and judicial activities,6651315727.96,
2020,2,750,Administration of Justice,753,Federal correctional activities,4549895924.72,
2020,2,750,Administration of Justice,754,Criminal justice assistance,1777743765.78,
2020,2,800,General Government,801,Legislative functions,348615194.46,
2020,2,800,General Government,802,Executive direction and management,261909288.18,
2020,2,800,General Government,803,Central fiscal operations,185308988813.1,
2020,2,800,General Government,804,General property and records management,32591862540.06,
2020,2,800,General Government,805,Central personnel management,22605548984.24,
2020,2,800,General Government,806,General purpose fiscal assistance,3090847061.48,
2020,2,800,General Government,808,Other general government,2251019670.85,
2020,2,900,Net Interest,901,Interest on Treasury debt securities (gross),269452391857.85,
2020,2,900,Net Interest,908,Other interest,6298412029.12,
2020,3,000,Governmental Receipts,000,Governmental Receipts,0.0,
2020,3,050,National Defense,051,Department of Defense-Military,710289320942.31,
2020,3,050,National Defense,053,Atomic energy defense activities,25109823022.66,
2020,3,050,National Defense,054,Defense-related activities,107164991287.51,
2020,3,150,International Affairs,151,International development and humanitarian assistance,21335430470.56,
2020,3,150,International Affairs,152,International security assistance,2991863398.93,
2020,3,150,International Affairs,153,Conduct of foreign affairs,16685416171.04,
2020,3,150,International Affairs,154,Foreign information and exchange activities,1202530871.1,
2020,3,150,International Affairs,155,International financial programs,20846691608.79,
2020,3,250,"General Science, Space, and Technology",251,General science and basic research,10204900876.48,
2020,3,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",17863209566.56,
2020,3,270,Energy,271,Energy supply,10694868684.74,
2020,3,270,Energy,272,Energy conservation,1883653088.18,
2020,3,270,Energy,274,Emergency energy preparedness,188301067.42,
2020,3,270,Energy,276,"Energy information, policy, and regulation",1360715381.35,
2020,3,300,Natural Resources and Environment,301,Water resources,20943014147.91,
2020,3,300,Natural Resources and Environment,302,Conservation and land management,12083871079.63,
2020,3,300,Natural Resources and Environment,303,Recreational resources,3183781353.42,
2020,3,300,Natural Resources and Environment,304,Pollution control and abatement,6858815242.4,
2020,3,300,Natural Resources and Environment,306,Other natural resources,6670718727.08,
2020,3,350,Agriculture,351,Farm income stabilization,15286584853.48,
2020,3,350,Agriculture,352,Agricultural research and services,8726464445.89,
2020,3,370,Commerce and Housing Credit,371,Mortgage credit,4944937691.77,
2020,3,370,Commerce and Housing Credit,373,Deposit insurance,2607412173.31,
2020,3,370,Commerce and Housing Credit,376,Other advancement of commerce,601474038417.8,
2020,3,400,Transportation,401,Ground transportation,58157514514.11,
2020,3,400,Transportation,402,Air transportation,74378095392.0,
2020,3,400,Transportation,403,Water transportation,10018922521.56,
2020,3,400,Transportation,407,Other transportation,981493307.18,
2020,3,450,Community and Regional Development,451,Community development,5553259972.54,
2020,3,450,Community and Regional Development,452,Area and regional development,18116993694.79,
2020,3,450,Community and Regional Development,453,Disaster relief and insurance,41585116119.42,
2020,3,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",54172048314.95,
2020,3,500,"Education, Training, Employment, and Social Services",502,Higher education,94958909654.01,
2020,3,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1874476639.52,
2020,3,500,"Education, Training, Employment, and Social Services",504,Training and employment,8202955070.26,
2020,3,500,"Education, Training, Employment, and Social Services",505,Other labor services,1888316669.3,
2020,3,500,"Education, Training, Employment, and Social Services",506,Social services,18352136320.83,
2020,3,550,Health,551,Health care services,666691365265.58,
2020,3,550,Health,552,Health research and training,30730474784.97,
2020,3,550,Health,554,Consumer and occupational health and safety,6306636095.87,
2020,3,570,Medicare,571,Medicare,990285220034.22,
2020,3,600,Income Security,601,General retirement and disability insurance (excluding social se,18305763366.92,
2020,3,600,Income Security,602,Federal employee retirement and disability,120801115479.91,
2020,3,600,Income Security,603,Unemployment compensation,371910249251.69,
2020,3,600,Income Security,604,Housing assistance,56361951378.19,
2020,3,600,Income Security,605,Food and nutrition assistance,96392127925.74,
2020,3,600,Income Security,609,Other income security,440036036236.51,
2020,3,650,Social Security,651,Social security,861541241067.49,
2020,3,700,Veterans Benefits and Services,701,Income security for veterans,84728243451.48,
2020,3,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",10441116923.57,
2020,3,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,68168155341.25,
2020,3,700,Veterans Benefits and Services,704,Veterans housing,278749461.54,
2020,3,700,Veterans Benefits and Services,705,Other veterans benefits and services,10738321556.42,
2020,3,750,Administration of Justice,751,Federal law enforcement activities,44938407672.46,
2020,3,750,Administration of Justice,752,Federal litigative and judicial activities,8896369284.39,
2020,3,750,Administration of Justice,753,Federal correctional activities,6853204407.43,
2020,3,750,Administration of Justice,754,Criminal justice assistance,3520582872.21,
2020,3,800,General Government,801,Legislative functions,500096510.33,
2020,3,800,General Government,802,Executive direction and management,413940576.83,
2020,3,800,General Government,803,Central fiscal operations,256375287017.37,
2020,3,800,General Government,804,General property and records management,41038591595.34,
2020,3,800,General Government,805,Central personnel management,33970849270.87,
2020,3,800,General Government,806,General purpose fiscal assistance,154117997999.26,
2020,3,800,General Government,808,Other general government,3063601988.24,
2020,3,900,Net Interest,901,Interest on Treasury debt securities (gross),405422596438.29,
2020,3,900,Net Interest,908,Other interest,11059314905.37,
2020,4,000,Governmental Receipts,000,Governmental Receipts,0.0,
2020,4,050,National Defense,051,Department of Defense-Military,958311154740.47,
2020,4,050,National Defense,053,Atomic energy defense activities,29725235555.02,
2020,4,050,National Defense,054,Defense-related activities,110880246806.81,
2020,4,150,International Affairs,151,International development and humanitarian assistance,36529078312.61,
2020,4,150,International Affairs,152,International security assistance,6289419194.81,
2020,4,150,International Affairs,153,Conduct of foreign affairs,26836980124.71,
2020,4,150,International Affairs,154,Foreign information and exchange activities,1879091933.67,
2020,4,150,International Affairs,155,International financial programs,22099670289.87,
2020,4,250,"General Science, Space, and Technology",251,General science and basic research,16429889596.68,
2020,4,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",24481570793.46,
2020,4,270,Energy,271,Energy supply,26019983565.87,
2020,4,270,Energy,272,Energy conservation,3046437227.56,
2020,4,270,Energy,274,Emergency energy preparedness,246836797.76,
2020,4,270,Energy,276,"Energy information, policy, and regulation",1947665626.33,
2020,4,300,Natural Resources and Environment,301,Water resources,28781212629.98,
2020,4,300,Natural Resources and Environment,302,Conservation and land management,19686624438.69,
2020,4,300,Natural Resources and Environment,303,Recreational resources,5403439672.38,
2020,4,300,Natural Resources and Environment,304,Pollution control and abatement,12206315167.2,
2020,4,300,Natural Resources and Environment,306,Other natural resources,10972309717.14,
2020,4,350,Agriculture,351,Farm income stabilization,25347513584.53,
2020,4,350,Agriculture,352,Agricultural research and services,15471201391.01,
2020,4,370,Commerce and Housing Credit,371,Mortgage credit,10873298852.22,
2020,4,370,Commerce and Housing Credit,373,Deposit insurance,3282805422.76,
2020,4,370,Commerce and Housing Credit,376,Other advancement of commerce,638409111862.42,
2020,4,400,Transportation,401,Ground transportation,94662539266.11,
2020,4,400,Transportation,402,Air transportation,86923951015.57,
2020,4,400,Transportation,403,Water transportation,13473731190.78,
2020,4,400,Transportation,407,Other transportation,1465423946.03,
2020,4,450,Community and Regional Development,451,Community development,11583050822.19,
2020,4,450,Community and Regional Development,452,Area and regional development,55902352092.64,
2020,4,450,Community and Regional Development,453,Disaster relief and insurance,116309502896.44,
2020,4,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",73753479464.68,
2020,4,500,"Education, Training, Employment, and Social Services",502,Higher education,168426637819.77,
2020,4,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,2414654921.84,
2020,4,500,"Education, Training, Employment, and Social Services",504,Training and employment,12896159931.7,
2020,4,500,"Education, Training, Employment, and Social Services",505,Other labor services,2639361840.33,
2020,4,500,"Education, Training, Employment, and Social Services",506,Social services,25767548984.74,
2020,4,550,Health,551,Health care services,887976172744.36,
2020,4,550,Health,552,Health research and training,51234105279.98,
2020,4,550,Health,554,Consumer and occupational health and safety,9458882272.47,
2020,4,570,Medicare,571,Medicare,1326920207561.02,
2020,4,600,Income Security,601,General retirement and disability insurance (excluding social se,25095481859.86,
2020,4,600,Income Security,602,Federal employee retirement and disability,161259210004.43,
2020,4,600,Income Security,603,Unemployment compensation,579339703171.0,
2020,4,600,Income Security,604,Housing assistance,81984724937.37,
2020,4,600,Income Security,605,Food and nutrition assistance,131508013351.0,
2020,4,600,Income Security,609,Other income security,475614201698.34,
2020,4,650,Social Security,651,Social security,1152479730484.98,
2020,4,700,Veterans Benefits and Services,701,Income security for veterans,113655314657.84,
2020,4,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",13789491109.65,
2020,4,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,102651454770.13,
2020,4,700,Veterans Benefits and Services,704,Veterans housing,279280815.97,
2020,4,700,Veterans Benefits and Services,705,Other veterans benefits and services,15038853170.11,
2020,4,750,Administration of Justice,751,Federal law enforcement activities,62493861372.14,
2020,4,750,Administration of Justice,752,Federal litigative and judicial activities,11216315189.88,
2020,4,750,Administration of Justice,753,Federal correctional activities,8705275163.83,
2020,4,750,Administration of Justice,754,Criminal justice assistance,9696419751.2,
2020,4,800,General Government,801,Legislative functions,663473914.6,
2020,4,800,General Government,802,Executive direction and management,546951233.31,
2020,4,800,General Government,803,Central fiscal operations,318984273181.27,
2020,4,800,General Government,804,General property and records management,51816523293.22,
2020,4,800,General Government,805,Central personnel management,47065926493.95,
2020,4,800,General Government,806,General purpose fiscal assistance,155891410828.96,
2020,4,800,General Government,808,Other general government,18172579992.62,
2020,4,900,Net Interest,901,Interest on Treasury debt securities (gross),522651704561.68,
2020,4,900,Net Interest,908,Other interest,28835727997.24,
2021,1,000,Governmental Receipts,000,Governmental Receipts,0.0,
2021,1,050,National Defense,051,Department of Defense-Military,227485814128.41,
2021,1,050,National Defense,053,Atomic energy defense activities,5644817964.58,
2021,1,050,National Defense,054,Defense-related activities,107492124643.99,
2021,1,150,International Affairs,151,International development and humanitarian assistance,4964870304.63,
2021,1,150,International Affairs,152,International security assistance,281093354.17,
2021,1,150,International Affairs,153,Conduct of foreign affairs,3653108912.51,
2021,1,150,International Affairs,154,Foreign information and exchange activities,272021743.34,
2021,1,150,International Affairs,155,International financial programs,1178373073.92,
2021,1,250,"General Science, Space, and Technology",251,General science and basic research,1915262428.58,
2021,1,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",4086452884.18,
2021,1,270,Energy,271,Energy supply,1980658782.31,
2021,1,270,Energy,272,Energy conservation,321803723.48,
2021,1,270,Energy,274,Emergency energy preparedness,61784189.25,
2021,1,270,Energy,276,"Energy information, policy, and regulation",374249883.3,
2021,1,300,Natural Resources and Environment,301,Water resources,5654249782.0,
2021,1,300,Natural Resources and Environment,302,Conservation and land management,3470553914.77,
2021,1,300,Natural Resources and Environment,303,Recreational resources,745215507.79,
2021,1,300,Natural Resources and Environment,304,Pollution control and abatement,1779413994.7,
2021,1,300,Natural Resources and Environment,306,Other natural resources,1598591601.28,
2021,1,350,Agriculture,351,Farm income stabilization,12972913218.35,
2021,1,350,Agriculture,352,Agricultural research and services,1971557406.52,
2021,1,370,Commerce and Housing Credit,371,Mortgage credit,978037180.51,
2021,1,370,Commerce and Housing Credit,373,Deposit insurance,1062820531.41,
2021,1,370,Commerce and Housing Credit,376,Other advancement of commerce,13599071361.85,
2021,1,400,Transportation,401,Ground transportation,20128781966.15,
2021,1,400,Transportation,402,Air transportation,22475863663.7,
2021,1,400,Transportation,403,Water transportation,3102538414.73,
2021,1,400,Transportation,407,Other transportation,270359758.74,
2021,1,450,Community and Regional Development,451,Community development,4887850704.9,
2021,1,450,Community and Regional Development,452,Area and regional development,13780178782.05,
2021,1,450,Community and Regional Development,453,Disaster relief and insurance,9004301300.26,
2021,1,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",23643691287.37,
2021,1,500,"Education, Training, Employment, and Social Services",502,Higher education,2496607767.58,
2021,1,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,696863898.6,
2021,1,500,"Education, Training, Employment, and Social Services",504,Training and employment,3968094058.04,
2021,1,500,"Education, Training, Employment, and Social Services",505,Other labor services,699160361.51,
2021,1,500,"Education, Training, Employment, and Social Services",506,Social services,3457960601.33,
2021,1,550,Health,551,Health care services,214794727411.28,
2021,1,550,Health,552,Health research and training,6487441322.37,
2021,1,550,Health,554,Consumer and occupational health and safety,2051584185.59,
2021,1,570,Medicare,571,Medicare,320774954447.08,
2021,1,600,Income Security,601,General retirement and disability insurance (excluding social se,6846024467.16,
2021,1,600,Income Security,602,Federal employee retirement and disability,40598609715.3,
2021,1,600,Income Security,603,Unemployment compensation,148330974348.4,
2021,1,600,Income Security,604,Housing assistance,19648816329.03,
2021,1,600,Income Security,605,Food and nutrition assistance,33929475681.27,
2021,1,600,Income Security,609,Other income security,37783928523.16,
2021,1,650,Social Security,651,Social security,291646275272.75,
2021,1,700,Veterans Benefits and Services,701,Income security for veterans,31259297225.08,
2021,1,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",3330814462.62,
2021,1,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,26265196992.02,
2021,1,700,Veterans Benefits and Services,704,Veterans housing,39884275.85,
2021,1,700,Veterans Benefits and Services,705,Other veterans benefits and services,3499898424.74,
2021,1,750,Administration of Justice,751,Federal law enforcement activities,12693252585.21,
2021,1,750,Administration of Justice,752,Federal litigative and judicial activities,2483614939.03,
2021,1,750,Administration of Justice,753,Federal correctional activities,177051187.36,
2021,1,750,Administration of Justice,754,Criminal justice assistance,594578268.95,
2021,1,800,General Government,801,Legislative functions,175286035.36,
2021,1,800,General Government,802,Executive direction and management,170542705.68,
2021,1,800,General Government,803,Central fiscal operations,50617485196.9,
2021,1,800,General Government,804,General property and records management,7777856336.91,
2021,1,800,General Government,805,Central personnel management,11315801984.33,
2021,1,800,General Government,806,General purpose fiscal assistance,1767200818.25,
2021,1,800,General Government,808,Other general government,6279613144.89,
2021,1,900,Net Interest,901,Interest on Treasury debt securities (gross),132444412201.38,
2021,1,900,Net Interest,908,Other interest,6687901679.82,
2021,2,000,Governmental Receipts,000,Governmental Receipts,0.0,
2021,2,050,National Defense,051,Department of Defense-Military,494266709341.5,
2021,2,050,National Defense,053,Atomic energy defense activities,23328095020.7,
2021,2,050,National Defense,054,Defense-related activities,111059646359.79,
2021,2,150,International Affairs,151,International development and humanitarian assistance,14225607352.62,
2021,2,150,International Affairs,152,International security assistance,627355373.67,
2021,2,150,International Affairs,153,Conduct of foreign affairs,11049916775.97,
2021,2,150,International Affairs,154,Foreign information and exchange activities,889724317.77,
2021,2,150,International Affairs,155,International financial programs,1236099372.03,
2021,2,250,"General Science, Space, and Technology",251,General science and basic research,6509354296.5,
2021,2,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",12199063112.35,
2021,2,270,Energy,271,Energy supply,5193871472.29,
2021,2,270,Energy,272,Energy conservation,822182684.27,
2021,2,270,Energy,274,Emergency energy preparedness,116913396.59,
2021,2,270,Energy,276,"Energy information, policy, and regulation",872996459.98,
2021,2,300,Natural Resources and Environment,301,Water resources,12925763500.09,
2021,2,300,Natural Resources and Environment,302,Conservation and land management,7392526945.73,
2021,2,300,Natural Resources and Environment,303,Recreational resources,1928003122.58,
2021,2,300,Natural Resources and Environment,304,Pollution control and abatement,4520039881.34,
2021,2,300,Natural Resources and Environment,306,Other natural resources,3957798927.51,
2021,2,350,Agriculture,351,Farm income stabilization,19270130301.47,
2021,2,350,Agriculture,352,Agricultural research and services,5137165923.37,
2021,2,370,Commerce and Housing Credit,371,Mortgage credit,2592404484.07,
2021,2,370,Commerce and Housing Credit,373,Deposit insurance,1770952678.09,
2021,2,370,Commerce and Housing Credit,376,Other advancement of commerce,253684636809.01,
2021,2,400,Transportation,400,Transportation,0.0,
2021,2,400,Transportation,401,Ground transportation,37193712805.59,
2021,2,400,Transportation,402,Air transportation,53013347169.82,
2021,2,400,Transportation,403,Water transportation,7136423868.02,
2021,2,400,Transportation,407,Other transportation,606661198.33,
2021,2,450,Community and Regional Development,451,Community development,11883340007.0,
2021,2,450,Community and Regional Development,452,Area and regional development,28596605860.6,
2021,2,450,Community and Regional Development,453,Disaster relief and insurance,32508926776.33,
2021,2,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",187426052010.18,
2021,2,500,"Education, Training, Employment, and Social Services",502,Higher education,9562580549.88,
2021,2,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1242923278.49,
2021,2,500,"Education, Training, Employment, and Social Services",504,Training and employment,8463710615.99,
2021,2,500,"Education, Training, Employment, and Social Services",505,Other labor services,1450725119.61,
2021,2,500,"Education, Training, Employment, and Social Services",506,Social services,13940594720.36,
2021,2,550,Health,551,Health care services,504702736899.74,
2021,2,550,Health,552,Health research and training,21770992894.74,
2021,2,550,Health,554,Consumer and occupational health and safety,4400655356.57,
2021,2,570,Medicare,571,Medicare,659470669984.92,
2021,2,600,Income Security,601,General retirement and disability insurance (excluding social se,13024361754.18,
2021,2,600,Income Security,602,Federal employee retirement and disability,81405924342.16,
2021,2,600,Income Security,603,Unemployment compensation,360176815481.18,
2021,2,600,Income Security,604,Housing assistance,72515092789.08,
2021,2,600,Income Security,605,Food and nutrition assistance,80553376361.36,
2021,2,600,Income Security,609,Other income security,615126161665.56,
2021,2,650,Social Security,651,Social security,591744565496.9,
2021,2,700,Veterans Benefits and Services,701,Income security for veterans,60081512513.79,
2021,2,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",7177939334.54,
2021,2,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,51826376519.97,
2021,2,700,Veterans Benefits and Services,704,Veterans housing,206046351.37,
2021,2,700,Veterans Benefits and Services,705,Other veterans benefits and services,7781673870.08,
2021,2,750,Administration of Justice,751,Federal law enforcement activities,28857551695.54,
2021,2,750,Administration of Justice,752,Federal litigative and judicial activities,6398146464.11,
2021,2,750,Administration of Justice,753,Federal correctional activities,4703696822.95,
2021,2,750,Administration of Justice,754,Criminal justice assistance,1656519256.82,
2021,2,800,General Government,801,Legislative functions,360835006.22,
2021,2,800,General Government,802,Executive direction and management,299995334.75,
2021,2,800,General Government,803,Central fiscal operations,167362106682.43,
2021,2,800,General Government,804,General property and records management,16372208736.41,
2021,2,800,General Government,805,Central personnel management,23453576011.88,
2021,2,800,General Government,806,General purpose fiscal assistance,3249945058.19,
2021,2,800,General Government,808,Other general government,6851346989.72,
2021,2,900,Net Interest,901,Interest on Treasury debt securities (gross),228632093660.9,
2021,2,900,Net Interest,908,Other interest,12944828668.51,
2021,3,000,Governmental Receipts,000,Governmental Receipts,0.0,
2021,3,050,National Defense,051,Department of Defense-Military,719275356181.13,
2021,3,050,National Defense,053,Atomic energy defense activities,28397045461.92,
2021,3,050,National Defense,054,Defense-related activities,114084029009.03,
2021,3,150,International Affairs,151,International development and humanitarian assistance,20623982955.11,
2021,3,150,International Affairs,152,International security assistance,2584312477.11,
2021,3,150,International Affairs,153,Conduct of foreign affairs,16876086462.78,
2021,3,150,International Affairs,154,Foreign information and exchange activities,1183247918.66,
2021,3,150,International Affairs,155,International financial programs,1402870854.31,
2021,3,250,"General Science, Space, and Technology",251,General science and basic research,9918202283.45,
2021,3,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",16669955162.34,
2021,3,270,Energy,271,Energy supply,8805636965.49,
2021,3,270,Energy,272,Energy conservation,1679058901.58,
2021,3,270,Energy,274,Emergency energy preparedness,163786454.88,
2021,3,270,Energy,276,"Energy information, policy, and regulation",1424810639.43,
2021,3,300,Natural Resources and Environment,301,Water resources,18810826284.31,
2021,3,300,Natural Resources and Environment,302,Conservation and land management,12337537316.02,
2021,3,300,Natural Resources and Environment,303,Recreational resources,3457585112.95,
2021,3,300,Natural Resources and Environment,304,Pollution control and abatement,6796559893.73,
2021,3,300,Natural Resources and Environment,306,Other natural resources,7261417870.88,
2021,3,350,Agriculture,351,Farm income stabilization,21282182113.74,
2021,3,350,Agriculture,352,Agricultural research and services,8001140430.45,
2021,3,370,Commerce and Housing Credit,371,Mortgage credit,3984406518.87,
2021,3,370,Commerce and Housing Credit,373,Deposit insurance,2463050450.23,
2021,3,370,Commerce and Housing Credit,376,Other advancement of commerce,358101794184.0,
2021,3,400,Transportation,400,Transportation,0.0,
2021,3,400,Transportation,401,Ground transportation,62862834405.31,
2021,3,400,Transportation,402,Air transportation,78717108218.53,
2021,3,400,Transportation,403,Water transportation,10723909202.75,
2021,3,400,Transportation,407,Other transportation,918152602.57,
2021,3,450,Community and Regional Development,451,Community development,29115171924.56,
2021,3,450,Community and Regional Development,452,Area and regional development,40722329526.63,
2021,3,450,Community and Regional Development,453,Disaster relief and insurance,52321091628.32,
2021,3,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",226177559995.92,
2021,3,500,"Education, Training, Employment, and Social Services",502,Higher education,53251744068.54,
2021,3,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,2141354423.0,
2021,3,500,"Education, Training, Employment, and Social Services",504,Training and employment,12202308350.5,
2021,3,500,"Education, Training, Employment, and Social Services",505,Other labor services,2100748270.24,
2021,3,500,"Education, Training, Employment, and Social Services",506,Social services,22439936340.71,
2021,3,550,Health,551,Health care services,726566101093.18,
2021,3,550,Health,552,Health research and training,38785790293.96,
2021,3,550,Health,554,Consumer and occupational health and safety,6562150492.56,
2021,3,570,Medicare,571,Medicare,1017855544213.29,
2021,3,600,Income Security,601,General retirement and disability insurance (excluding social se,19571915345.51,
2021,3,600,Income Security,602,Federal employee retirement and disability,122658624876.36,
2021,3,600,Income Security,603,Unemployment compensation,543889019176.25,
2021,3,600,Income Security,604,Housing assistance,102648410009.34,
2021,3,600,Income Security,605,Food and nutrition assistance,135139617259.19,
2021,3,600,Income Security,609,Other income security,791046674343.39,
2021,3,650,Social Security,651,Social security,885335539048.7,
2021,3,700,Veterans Benefits and Services,701,Income security for veterans,89121777575.79,
2021,3,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",9696145648.0,
2021,3,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,77718669493.38,
2021,3,700,Veterans Benefits and Services,704,Veterans housing,806333440.51,
2021,3,700,Veterans Benefits and Services,705,Other veterans benefits and services,11570344650.45,
2021,3,750,Administration of Justice,751,Federal law enforcement activities,43793637461.3,
2021,3,750,Administration of Justice,752,Federal litigative and judicial activities,9021384083.01,
2021,3,750,Administration of Justice,753,Federal correctional activities,694996091.54,
2021,3,750,Administration of Justice,754,Criminal justice assistance,2325546657.18,
2021,3,800,General Government,801,Legislative functions,527556197.9,
2021,3,800,General Government,802,Executive direction and management,480421834.18,
2021,3,800,General Government,803,Central fiscal operations,296004447881.25,
2021,3,800,General Government,804,General property and records management,25065689253.78,
2021,3,800,General Government,805,Central personnel management,35244745711.51,
2021,3,800,General Government,806,General purpose fiscal assistance,202387245425.47,
2021,3,800,General Government,808,Other general government,7968539592.83,
2021,3,900,Net Interest,901,Interest on Treasury debt securities (gross),419173010093.25,
2021,3,900,Net Interest,908,Other interest,19194603724.63,
2021,4,000,Governmental Receipts,000,Governmental Receipts,0.0,
2021,4,050,National Defense,051,Department of Defense-Military,967356130223.74,
2021,4,050,National Defense,053,Atomic energy defense activities,32674792932.0,
2021,4,050,National Defense,054,Defense-related activities,117801248964.35,
2021,4,150,International Affairs,151,International development and humanitarian assistance,39405130520.4,
2021,4,150,International Affairs,152,International security assistance,11608746166.3,
2021,4,150,International Affairs,153,Conduct of foreign affairs,28515074696.03,
2021,4,150,International Affairs,154,Foreign information and exchange activities,1998623483.94,
2021,4,150,International Affairs,155,International financial programs,114997789741.47,
2021,4,250,"General Science, Space, and Technology",251,General science and basic research,16860096352.32,
2021,4,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",24394081946.46,
2021,4,270,Energy,271,Energy supply,12319780962.38,
2021,4,270,Energy,272,Energy conservation,2964892408.17,
2021,4,270,Energy,274,Emergency energy preparedness,566949580.05,
2021,4,270,Energy,276,"Energy information, policy, and regulation",2025997424.18,
2021,4,300,Natural Resources and Environment,301,Water resources,27799733511.96,
2021,4,300,Natural Resources and Environment,302,Conservation and land management,20823475267.51,
2021,4,300,Natural Resources and Environment,303,Recreational resources,5885145708.79,
2021,4,300,Natural Resources and Environment,304,Pollution control and abatement,12807471849.71,
2021,4,300,Natural Resources and Environment,306,Other natural resources,11260476149.84,
2021,4,350,Agriculture,351,Farm income stabilization,25748580561.25,
2021,4,350,Agriculture,352,Agricultural research and services,10898132824.58,
2021,4,370,Commerce and Housing Credit,371,Mortgage credit,8076331159.87,
2021,4,370,Commerce and Housing Credit,373,Deposit insurance,3142030252.35,
2021,4,370,Commerce and Housing Credit,376,Other advancement of commerce,378151251941.01,
2021,4,400,Transportation,400,Transportation,0.0,
2021,4,400,Transportation,401,Ground transportation,109936984912.41,
2021,4,400,Transportation,402,Air transportation,93757240459.07,
2021,4,400,Transportation,403,Water transportation,14594939098.92,
2021,4,400,Transportation,407,Other transportation,1398657543.37,
2021,4,450,Community and Regional Development,451,Community development,33113400485.1,
2021,4,450,Community and Regional Development,452,Area and regional development,13149164162.21,
2021,4,450,Community and Regional Development,453,Disaster relief and insurance,79978128314.67,
2021,4,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",278806618234.88,
2021,4,500,"Education, Training, Employment, and Social Services",502,Higher education,180571889806.5,
